0::10::10,0,rf,0.51834,0.53758
0::10::100,0,rf,0.51819,0.53735
0::10::50,0,rf,0.51819,0.53735
0::15::10,0,rf,0.53162,0.57433
0::15::100,0,rf,0.52692,0.56726
0::15::50,0,rf,0.52698,0.56734
0::3::10,0,rf,0.57831,0.53781
0::3::100,0,rf,0.57831,0.53781
0::3::50,0,rf,0.57831,0.53781
1::10::10,1,rf,0.50618,0.51246
1::10::100,1,rf,0.5054,0.51111
1::10::50,1,rf,0.50506,0.51065
1::15::10,1,rf,0.53724,0.54799
1::15::100,1,rf,0.5366,0.54691
1::15::50,1,rf,0.53721,0.54791
1::3::10,1,rf,0.57958,0.49086
1::3::100,1,rf,0.57958,0.49086
1::3::50,1,rf,0.57958,0.49086
2::10::10,2,rf,0.51402,0.57589
2::10::100,2,rf,0.51384,0.57589
2::10::50,2,rf,0.5139,0.57599
2::15::10,2,rf,0.51535,0.51868
2::15::100,2,rf,0.51524,0.51896
2::15::50,2,rf,0.51527,0.51896
2::3::10,2,rf,0.54512,0.60723
2::3::100,2,rf,0.54512,0.60723
2::3::50,2,rf,0.54512,0.60723
3::10::10,3,rf,0.55309,0.66919
3::10::100,3,rf,0.55309,0.66919
3::10::50,3,rf,0.55309,0.66919
3::15::10,3,rf,0.55812,0.54851
3::15::100,3,rf,0.55813,0.54839
3::15::50,3,rf,0.55816,0.54845
3::3::10,3,rf,0.55248,0.59382
3::3::100,3,rf,0.55248,0.59382
3::3::50,3,rf,0.55248,0.59382
4::10::10,4,rf,0.50733,0.55382
4::10::100,4,rf,0.50733,0.55382
4::10::50,4,rf,0.50733,0.55382
4::15::10,4,rf,0.49626,0.48591
4::15::100,4,rf,0.49634,0.48598
4::15::50,4,rf,0.49635,0.486
4::3::10,4,rf,0.50167,0.47715
4::3::100,4,rf,0.50167,0.47715
4::3::50,4,rf,0.50167,0.47715
5::10::10,5,rf,0.54776,0.53722
5::10::100,5,rf,0.54743,0.53668
5::10::50,5,rf,0.54735,0.53662
5::15::10,5,rf,0.52566,0.513
5::15::100,5,rf,0.52512,0.5128
5::15::50,5,rf,0.52512,0.5128
5::3::10,5,rf,0.54891,0.5684
5::3::100,5,rf,0.54891,0.5684
5::3::50,5,rf,0.54891,0.5684
6::10::10,6,rf,0.51794,0.48866
6::10::100,6,rf,0.51816,0.48846
6::10::50,6,rf,0.51823,0.48867
6::15::10,6,rf,0.52672,0.50862
6::15::100,6,rf,0.52647,0.50847
6::15::50,6,rf,0.5264,0.50833
6::3::10,6,rf,0.56423,0.57148
6::3::100,6,rf,0.56423,0.57148
6::3::50,6,rf,0.56423,0.57148
7::10::10,7,rf,0.57228,0.65688
7::10::100,7,rf,0.57228,0.65688
7::10::50,7,rf,0.57228,0.65688
7::15::10,7,rf,0.53783,0.57135
7::15::100,7,rf,0.54778,0.56601
7::15::50,7,rf,0.55047,0.56691
7::3::10,7,rf,0.56725,0.54576
7::3::100,7,rf,0.56725,0.54576
7::3::50,7,rf,0.56725,0.54576
8::10::10,8,rf,0.51697,0.58679
8::10::100,8,rf,0.51709,0.58721
8::10::50,8,rf,0.51695,0.58678
8::15::10,8,rf,0.57477,0.61603
8::15::100,8,rf,0.5806,0.61762
8::15::50,8,rf,0.58054,0.61757
8::3::10,8,rf,0.5617,0.52563
8::3::100,8,rf,0.5617,0.52563
8::3::50,8,rf,0.5617,0.52563
9::10::10,9,rf,0.59679,0.60923
9::10::100,9,rf,0.59673,0.60924
9::10::50,9,rf,0.59674,0.60924
9::15::10,9,rf,0.48803,0.48471
9::15::100,9,rf,0.4881,0.48474
9::15::50,9,rf,0.48811,0.48474
9::3::10,9,rf,0.47381,0.52264
9::3::100,9,rf,0.47381,0.52264
9::3::50,9,rf,0.47381,0.52264
